slug,player_id,height_cm,weight_kg,service_return_games_ratio,service_return_points_ratio,group
l515,peter-luczak,183,77,4.6875,1.8484848484848484,1
k296,jan-kroslak,188,77,3.2727272727272725,1.5945945945945945,0
n771,cameron-norrie,188,82,3.7142857142857144,1.7222222222222223,0
n109,diego-nargiso,188,82,3.5714285714285716,1.6216216216216215,0
v251,santiago-ventura,183,78,2.8333333333333335,1.526315789473684,0
g108,rodolphe-gilbert,183,73,3.4761904761904763,1.6216216216216215,0
b305,karsten-braasch,180,73,3.85,1.6756756756756757,0
sj55,john-patrick-smith,188,84,5.066666666666667,1.8787878787878787,1
l336,harel-levy,185,82,3.4285714285714284,1.6666666666666667,0
e224,victor-estrella-burgos,170,77,4.352941176470588,1.8484848484848484,1
t195,michael-tebbutt,191,82,3.95,1.75,0
c270,cristiano-caratti,178,77,2.9999999999999996,1.526315789473684,0
rh16,casper-ruud,183,77,3.681818181818182,1.8285714285714287,0
p050,goran-prpic,180,75,2.290322580645161,1.4047619047619047,0
g512,denis-gremelmayr,183,73,3.6842105263157894,1.6857142857142857,0
kc04,jozef-kovalik,183,82,4.166666666666667,1.7428571428571429,0
d357,arnaud-di-pasquale,185,80,2.592592592592592,1.5128205128205128,0
se66,eduardo-schwank,183,83,4.166666666666667,1.6944444444444444,0
b599,julien-boutter,191,86,4.105263157894737,1.8,0
k596,alexander-kudryavtsev,183,79,5.571428571428571,1.909090909090909,1
p467,alexander-peya,183,83,4.055555555555555,1.6666666666666667,0
k776,konstantin-kravchuk,191,80,5.357142857142857,1.9375,1
w373,jimmy-wang,180,73,3.08695652173913,1.5945945945945945,0
d994,james-duckworth,183,82,5.642857142857142,1.96875,1
v564,antonio-veic,180,74,2.444444444444444,1.4615384615384615,0
m047,john-mcenroe,180,75,3.0,1.641025641025641,0
v201,john-van-lottum,185,72,3.4285714285714284,1.6216216216216215,0
m372,alberto-mancini,180,79,3.2173913043478257,1.6052631578947367,0
h571,jan-hajek,180,80,3.5263157894736845,1.6111111111111112,0
s604,andre-sa,185,79,2.791666666666667,1.487179487179487,0
sf76,franko-skugor,196,95,3.380952380952381,1.5945945945945945,0
m408,jamie-morgan,185,80,4.444444444444445,1.8285714285714287,1
o076,jaime-oncins,196,82,2.344827586206897,1.380952380952381,0
y218,elias-ymer,183,79,4.733333333333333,1.7352941176470587,1
m759,wesley-moodie,196,91,7.0,2.1612903225806455,1
db63,laslo-djere,188,82,4.0,1.7222222222222223,0
l014,henri-leconte,185,79,3.3478260869565215,1.631578947368421,0
g983,alessandro-giannessi,185,82,3.227272727272727,1.5526315789473684,0
z045,markus-zoecke,196,86,5.333333333333334,1.9393939393939394,1
ba57,ilija-bozoljac,193,86,6.230769230769231,2.03125,1
j551,nicolas-jarry,198,90,5.125,1.9696969696969697,1
k030,patrik-kuhnen,191,82,3.8,1.6944444444444444,0
mi43,gerald-melzer,188,80,3.4761904761904763,1.6944444444444444,0
f031,jean-philippe-fleurian,185,79,3.1739130434782608,1.6216216216216215,0
gb93,norbert-gombos,193,85,4.6875,1.7428571428571429,1
d438,amer-delic,196,93,5.714285714285714,1.96875,1
ca33,inigo-cervantes,183,78,3.5999999999999996,1.7142857142857144,0
d006,franco-davin,173,64,1.9696969696969697,1.3333333333333335,0
c028,thierry-champion,183,70,2.6153846153846154,1.487179487179487,0
o522,reilly-opelka,211,102,9.1,2.535714285714285,1
o376,renzo-olivo,180,73,3.1363636363636362,1.5526315789473684,0
l386,jean-rene-lisnard,173,68,2.6,1.4615384615384615,0
p233,jared-palmer,191,84,3.666666666666667,1.6756756756756757,0
m614,cecil-mamiit,173,70,2.9999999999999996,1.5526315789473684,0
h364,markus-hipfl,178,74,2.5555555555555554,1.5128205128205128,0
ka98,bradley-klahn,183,75,6.333333333333334,2.0,1
bk92,alexander-bublik,198,77,4.277777777777778,1.7714285714285716,1
bc11,sergei-bubka,188,88,5.0,1.852941176470588,1
p642,boris-pashanski,180,74,3.6842105263157894,1.657142857142857,0
gd64,cristian-garin,185,85,3.3043478260869565,1.6756756756756757,0
v232,martin-verkerk,196,90,5.1875,1.8571428571428574,1
ra17,guillaume-rufin,188,82,3.6999999999999997,1.6944444444444444,0
b021,jeremy-bates,180,73,3.4761904761904763,1.6666666666666667,0
r203,david-rikl,178,68,2.9999999999999996,1.5675675675675675,0
c856,victor-crivoi,185,75,3.777777777777778,1.6111111111111112,0
ag37,felix-auger-aliassime,193,88,4.2631578947368425,1.8055555555555556,1
b499,wayne-black,170,70,2.9166666666666665,1.5128205128205128,0
g892,alejandro-gonzalez,191,83,3.5789473684210527,1.6111111111111112,0
a622,andrea-arnaboldi,180,72,4.1764705882352935,1.7352941176470587,0
b293,patrick-baur,185,186,3.75,1.6486486486486487,0
o264,josselin-ouanna,193,91,7.7,2.032258064516129,1
mn13,maximilian-marterer,191,84,5.642857142857142,2.0,1
w023,mats-wilander,183,77,2.84,1.5128205128205128,0
p491,kristian-pless,188,84,4.277777777777778,1.7714285714285716,1
p488,olivier-patience,180,75,3.5999999999999996,1.6388888888888888,0
lb84,juan-ignacio-londero,180,70,3.8095238095238098,1.8055555555555556,0
